country,year,life_expectancy_at_birth,source,source_url
France,1952,67.39,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1953,67.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1954,68.19,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1955,68.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1956,68.46,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1957,68.9,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1958,70.11,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1959,70.17,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1960,70.37,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1961,70.96,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1962,70.47,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1963,70.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1964,71.28,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1965,71.11,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1966,71.51,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1967,71.5,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1968,71.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1969,71.21,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1970,72.09,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1971,72.07,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1972,72.31,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1973,72.48,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1974,72.8,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1975,72.9,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1976,73.12,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1977,73.73,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1978,73.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1979,74.12,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1980,74.23,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1981,74.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1982,74.77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1983,74.73,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1984,75.22,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1985,75.31,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1986,75.58,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1987,76.15,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1988,76.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1989,76.54,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1990,76.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1991,77.02,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1992,77.3,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1993,77.35,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1994,77.77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1995,77.87,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1996,78.06,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1997,78.42,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1998,78.59,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,1999,78.75,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2000,79.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2001,79.22,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2002,79.41,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2003,79.42,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2004,80.34,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2005,80.34,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2006,80.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2007,80.96,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2008,81.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2009,81.16,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2010,81.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2011,81.78,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2012,81.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2013,81.98,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2014,82.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2015,82.15,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2016,82.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2017,82.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2018,82.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2019,82.73,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2020,82.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2021,82.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2022,82.48,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
France,2023,83.33,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1950,47.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1951,48.42,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1952,48.99,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1953,49.54,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1954,50.1,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1955,50.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1956,51.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1957,52.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1958,53.64,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1959,54.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1960,55.82,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1961,56.89,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1962,57.92,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1963,58.86,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1964,59.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1965,60.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1966,61.27,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1967,61.89,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1968,62.41,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1969,62.88,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1970,63.27,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1971,63.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1972,64.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1973,64.41,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1974,64.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1975,65.02,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1976,65.25,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1977,65.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1978,66.01,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1979,66.56,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1980,67.14,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1981,67.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1982,68.13,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1983,68.59,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1984,69.02,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1985,69.39,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1986,69.72,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1987,70.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1988,70.36,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1989,70.63,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1990,70.85,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1991,71.04,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1992,71.24,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1993,71.46,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1994,71.69,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1995,71.92,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1996,72.13,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1997,72.22,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1998,72.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,1999,72.72,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2000,72.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2001,73.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2002,73.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2003,73.58,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2004,73.8,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2005,74.13,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2006,74.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2007,74.95,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2008,75.37,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2009,75.64,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2010,75.85,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2011,76.02,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2012,76.22,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2013,76.46,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2014,76.68,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2015,76.63,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2016,76.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2017,76.8,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2018,77.24,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2019,76.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2020,77.51,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2021,74.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2022,76.79,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Guiana,2023,76.98,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1950,51.86,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1951,52.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1952,53.77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1953,54.72,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1954,55.58,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1955,56.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1956,57.18,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1957,57.85,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1958,58.43,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1959,58.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1960,59.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1961,59.85,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1962,60.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1963,60.51,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1964,60.8,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1965,61.07,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1966,61.35,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1967,61.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1968,61.93,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1969,62.21,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1970,62.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1971,62.78,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1972,63.08,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1973,63.4,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1974,63.78,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1975,64.25,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1976,64.76,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1977,65.31,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1978,65.89,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1979,66.61,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1980,67.41,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1981,68.16,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1982,68.92,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1983,69.7,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1984,70.56,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1985,71.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1986,71.97,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1987,72.45,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1988,73.09,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1989,73.49,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1990,73.91,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1991,74.29,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1992,74.75,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1993,75.19,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1994,75.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1995,76.24,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1996,76.81,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1997,77.38,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1998,77.84,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,1999,78.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2000,79,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2001,79.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2002,79.54,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2003,79.71,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2004,79.83,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2005,79.95,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2006,80.1,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2007,80.33,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2008,80.59,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2009,80.87,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2010,81.14,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2011,81.43,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2012,81.7,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2013,81.94,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2014,82.15,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2015,82.34,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2016,82.56,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2017,82.77,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2018,82.99,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2019,83.2,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2020,82.46,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2021,79.57,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2022,83.86,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
French Polynesia,2023,84.07,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1950,39.27,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1951,39.98,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1952,40.74,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1953,41.48,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1954,42.19,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1955,42.95,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1956,43.65,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1957,44.36,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1958,45.06,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1959,45.76,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1960,46.44,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1961,47.12,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1962,47.78,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1963,48.42,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1964,48.99,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1965,49.71,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1966,50.32,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1967,50.93,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1968,51.55,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
Gabon,1969,52.13,UN World Population Prospects,https://population.un.org/wpp/downloads?folder=Standard%20Projections&group=Most%20used
